7.300999999999999712e-01,2.560000000000000142e+01,5.999999999999999778e-01,4.000000000000000000e+00,0.000000000000000000e+00,6.959777540530000124e+02,6.141141221099999257e+02
7.306000000000000272e-01,1.610000000000000142e+01,9.000000000000000222e-01,6.000000000000000000e+00,0.000000000000000000e+00,6.728814515454000684e+02,6.491058999849999509e+02
7.313999999999999391e-01,1.830000000000000071e+01,6.800000000000000488e-01,5.000000000000000000e+00,0.000000000000000000e+00,6.257400276246000885e+02,6.696836043850000806e+02
7.297000000000000153e-01,2.780000000000000071e+01,4.899999999999999911e-01,7.000000000000000000e+00,0.000000000000000000e+00,5.331310393876999569e+02,6.872088772349999317e+02
7.328000000000000069e-01,2.780000000000000071e+01,5.300000000000000266e-01,6.000000000000000000e+00,0.000000000000000000e+00,4.481199006309000197e+02,7.104941893349999873e+02
7.328000000000000069e-01,1.280000000000000071e+01,9.599999999999999645e-01,5.000000000000000000e+00,0.000000000000000000e+00,3.688437285791350178e+02,5.717171127269999715e+02
7.342999999999999527e-01,1.559999999999999964e+01,9.300000000000000488e-01,4.000000000000000000e+00,0.000000000000000000e+00,2.895675565273700158e+02,4.329400361190000126e+02
7.342999999999999527e-01,2.439999999999999858e+01,4.799999999999999822e-01,4.000000000000000000e+00,5.869999999999999662e-01,2.601685202953900671e+02,4.739359014815000251e+02
7.387000000000000233e-01,2.280000000000000071e+01,4.099999999999999756e-01,5.000000000000000000e+00,5.290000000000000258e-01,2.472735849045799910e+02,4.832787606179999784e+02
7.385000000000000453e-01,7.200000000000000178e+00,8.599999999999999867e-01,3.000000000000000000e+00,6.899999999999999467e-01,2.579558776917700129e+02,5.459212517250000474e+02
7.382999999999999563e-01,1.219999999999999929e+01,6.899999999999999467e-01,3.000000000000000000e+00,4.959999999999999964e-01,2.582550812272699545e+02,5.505261122699999987e+02
7.350999999999999757e-01,2.389999999999999858e+01,3.599999999999999867e-01,9.000000000000000000e+00,3.679999999999999938e-01,2.775774810686299361e+02,5.762232868649999773e+02
7.332999999999999519e-01,2.669999999999999929e+01,3.499999999999999778e-01,5.000000000000000000e+00,6.480000000000000204e-01,3.374235033768900394e+02,5.577844451449999497e+02
7.330999999999999739e-01,1.059999999999999964e+01,7.700000000000000178e-01,4.000000000000000000e+00,6.079999999999999849e-01,4.368706331830000522e+02,5.765968529850000550e+02
7.330999999999999739e-01,1.559999999999999964e+01,6.700000000000000400e-01,5.000000000000000000e+00,6.790000000000000480e-01,4.267612808018999999e+02,5.794009881199999654e+02
7.328000000000000069e-01,2.610000000000000142e+01,3.900000000000000133e-01,4.000000000000000000e+00,4.570000000000000173e-01,3.378045938094900293e+02,4.333578987225000105e+02
7.348000000000000087e-01,2.219999999999999929e+01,3.800000000000000044e-01,3.000000000000000000e+00,4.480000000000000093e-01,3.126359361565799873e+02,3.380700066934999768e+02
7.352999999999999536e-01,6.099999999999999645e+00,8.599999999999999867e-01,3.000000000000000000e+00,6.650000000000000355e-01,2.816173953145799942e+02,1.807195124200000009e+02
7.379999999999999893e-01,7.799999999999999822e+00,7.900000000000000355e-01,3.000000000000000000e+00,6.760000000000000453e-01,2.577538837234999960e+02,9.463617868500000441e+01
7.379999999999999893e-01,1.669999999999999929e+01,4.600000000000000200e-01,3.000000000000000000e+00,1.059999999999999970e-01,2.403376888711999868e+02,4.306405504610000179e+01
7.405000000000000471e-01,1.610000000000000142e+01,4.400000000000000022e-01,7.000000000000000000e+00,0.000000000000000000e+00,2.315101001674499912e+02,0.000000000000000000e+00
7.377999999999999003e-01,4.400000000000000355e+00,7.900000000000000355e-01,3.000000000000000000e+00,0.000000000000000000e+00,2.520345536080399995e+02,0.000000000000000000e+00
7.375000000000000444e-01,8.300000000000000711e+00,6.600000000000000311e-01,5.000000000000000000e+00,0.000000000000000000e+00,3.290286002796539719e+02,7.484426614150000212e+00
7.379999999999999893e-01,1.669999999999999929e+01,3.200000000000000067e-01,5.000000000000000000e+00,0.000000000000000000e+00,4.886252909166399832e+02,8.342042651250000063e+01
7.402000000000000801e-01,1.440000000000000036e+01,3.900000000000000133e-01,9.000000000000000000e+00,0.000000000000000000e+00,5.886959923716800631e+02,6.069823950850000216e+01
7.387000000000000233e-01,6.099999999999999645e+00,7.600000000000000089e-01,9.000000000000000000e+00,0.000000000000000000e+00,5.993185469388100728e+02,1.030347277919999982e+02
7.356000000000000316e-01,1.059999999999999964e+01,6.899999999999999467e-01,1.300000000000000000e+01,0.000000000000000000e+00,5.620452063761098316e+02,1.539433933145000140e+02
7.262000000000000677e-01,2.889999999999999858e+01,4.000000000000000222e-01,6.000000000000000000e+00,0.000000000000000000e+00,5.151230003258000352e+02,1.810625442719999967e+02
7.297000000000000153e-01,2.780000000000000071e+01,4.600000000000000200e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.257774845243999948e+02,2.043919325349999951e+02
7.300999999999999712e-01,1.390000000000000036e+01,9.300000000000000488e-01,4.000000000000000000e+00,0.000000000000000000e+00,3.356904185249999841e+02,2.211552460249999967e+02
